id,name,shelves,platforms,rating,review,dates,statuses,genres,franchises,developers,publishers,release_date,url,giantbomb_id
43132,Lucky's Tale,"{""Paused"": {""date_added"": ""2019-12-17T05:35:49Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547304-paused/""}}",{},,,[],[],"{""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}","{""Lucky's Tale"": {""url"": ""https://www.grouvee.com/games/franchise/3825-luckys-tale/""}}","{""Playful Corp"": {""url"": ""https://www.grouvee.com/games/company/12401-playful-corp/""}}","{""Oculus Studios"": {""url"": ""https://www.grouvee.com/games/company/11422-oculus-studios/""}, ""Playful Corp"": {""url"": ""https://www.grouvee.com/games/company/12401-playful-corp/""}}",2016-03-28,https://www.grouvee.com/games/43132-luckys-tale/,46603
43136,The Great Jitters: Pudding Panic,"{""Backlog"": {""date_added"": ""2020-05-11T18:01:44Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/""}, ""Paused"": {""date_added"": ""2020-05-11T18:01:43Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547304-paused/""}}",{},,,[],[],"{""Strategy"": {""url"": ""https://www.grouvee.com/games/?genre=strategy""}}",{},{},{},2014-05-22,https://www.grouvee.com/games/43136-the-great-jitters-pudding-panic/,46614
43146,Cosmochoria,"{""Played"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 35}, ""Steam"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 324000, ""level_of_completion"": null}]",[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}}",{},"{""30/30"": {""url"": ""https://www.grouvee.com/games/company/100-3030/""}, ""Curve Digital Entertainment"": {""url"": ""https://www.grouvee.com/games/company/3639-curve-digital-entertainment/""}}","{""Curve Digital Entertainment"": {""url"": ""https://www.grouvee.com/games/company/3639-curve-digital-entertainment/""}}",2014-09-29,https://www.grouvee.com/games/43146-cosmochoria/,46617
43437,Rayman Designer,"{""Backlog"": {""date_added"": ""2019-12-22T12:47:04Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/""}}",{},,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}","{""Rayman"": {""url"": ""https://www.grouvee.com/games/franchise/279-rayman/""}}","{""Ludimedia"": {""url"": ""https://www.grouvee.com/games/company/9401-ludimedia/""}, ""Mindscape, Inc."": {""url"": ""https://www.grouvee.com/games/company/10254-mindscape-inc/""}}","{""Ubisoft Entertainment"": {""url"": ""https://www.grouvee.com/games/company/16936-ubisoft-entertainment/""}}",1997,https://www.grouvee.com/games/43437-rayman-designer/,46889
43460,Black the Fall,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 53}, ""Steam"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}",{},"{""Sand Sailor Studio"": {""url"": ""https://www.grouvee.com/games/company/13867-sand-sailor-studio/""}}","{""Square Enix"": {""url"": ""https://www.grouvee.com/games/company/15061-square-enix/""}}",2017-07-11,https://www.grouvee.com/games/43460-black-the-fall/,46930
43855,"Eden* They Were Only Two, On The Planet","{""Backlog"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 57}, ""Steam"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}",{},"{""Minori"": {""url"": ""https://www.grouvee.com/games/company/10285-minori/""}}","{""MangaGamer"": {""url"": ""https://www.grouvee.com/games/company/19702-mangagamer/""}, ""Minori"": {""url"": ""https://www.grouvee.com/games/company/10285-minori/""}}",2009-09-18,https://www.grouvee.com/games/43855-eden-they-were-only-two-on-the-planet/,47327
43870,Life Is Strange,"{""Played"": {""date_added"": ""2019-12-17T05:22:21Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}, ""Steam"": {""date_added"": ""2019-12-22T12:40:01Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}, ""VR"": {""date_added"": ""2023-08-15T08:44:24Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 153}}",{},,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 46800, ""level_of_completion"": null}]",[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}","{""Life Is Strange"": {""url"": ""https://www.grouvee.com/games/franchise/3804-life-is-strange/""}}","{""DONTNOD Entertainment"": {""url"": ""https://www.grouvee.com/games/company/4441-dontnod-entertainment/""}, ""Feral Interactive"": {""url"": ""https://www.grouvee.com/games/company/5456-feral-interactive/""}}","{""Feral Interactive"": {""url"": ""https://www.grouvee.com/games/company/5456-feral-interactive/""}, ""Square Enix"": {""url"": ""https://www.grouvee.com/games/company/15061-square-enix/""}}",2015-01-30,https://www.grouvee.com/games/43870-life-is-strange/,47342
43891,Hellblade: Senua's Sacrifice,"{""Wish List"": {""date_added"": ""2019-12-17T05:31:48Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}, ""VR"": {""date_added"": ""2020-10-09T18:44:11Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 72}}",{},,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}}","{""Hellblade"": {""url"": ""https://www.grouvee.com/games/franchise/4592-hellblade/""}}","{""Ninja Theory Ltd."": {""url"": ""https://www.grouvee.com/games/company/11086-ninja-theory-ltd/""}}",{},2017-08-08,https://www.grouvee.com/games/43891-hellblade-senuas-sacrifice/,47363
43980,XING: The Land Beyond,"{""Wish List"": {""date_added"": ""2020-10-09T18:24:31Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}, ""VR"": {""date_added"": ""2020-10-09T18:24:33Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 49}}",{},,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}, ""Puzzle"": {""url"": ""https://www.grouvee.com/games/?genre=puzzle""}}",{},"{""White Lotus Interactive"": {""url"": ""https://www.grouvee.com/games/company/17711-white-lotus-interactive/""}}","{""White Lotus Interactive"": {""url"": ""https://www.grouvee.com/games/company/17711-white-lotus-interactive/""}}",2017-09-21,https://www.grouvee.com/games/43980-xing-the-land-beyond/,47452
44015,Just Shapes & Beats,"{""Played"": {""date_added"": ""2020-07-04T17:16:56Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}, ""Backlog"": {""date_added"": ""2020-07-04T05:27:58Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 242}, ""Endless"": {""date_added"": ""2020-07-04T17:17:00Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547305-endless/""}, ""Steam"": {""date_added"": ""2020-07-04T05:27:58Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",5,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 1440, ""level_of_completion"": null}]",[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}}",{},"{""Lachhh & Friends"": {""url"": ""https://www.grouvee.com/games/company/8871-lachhh-friends/""}}","{""Lachhh & Friends"": {""url"": ""https://www.grouvee.com/games/company/8871-lachhh-friends/""}}",2018-05-31,https://www.grouvee.com/games/44015-just-shapes-beats/,47487
44079,Yakuza 0,"{""Wish List"": {""date_added"": ""2022-03-24T12:33:44Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 154}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Brawler"": {""url"": ""https://www.grouvee.com/games/?genre=brawler""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}, ""Simulation"": {""url"": ""https://www.grouvee.com/games/?genre=simulation""}}","{""Yakuza"": {""url"": ""https://www.grouvee.com/games/franchise/1221-yakuza/""}}","{""Atlus U.S.A., Inc."": {""url"": ""https://www.grouvee.com/games/company/1359-atlus-usa-inc/""}, ""Ryu ga Gotoku Studio"": {""url"": ""https://www.grouvee.com/games/company/13788-ryu-ga-gotoku-studio/""}, ""inbound"": {""url"": ""https://www.grouvee.com/games/company/7624-inbound/""}}","{""Sega"": {""url"": ""https://www.grouvee.com/games/company/14066-sega/""}}",2015-03-12,https://www.grouvee.com/games/44079-yakuza-0/,47551
44113,Rayman Gold,"{""Backlog"": {""date_added"": ""2019-12-22T12:47:25Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/""}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}","{""Rayman"": {""url"": ""https://www.grouvee.com/games/franchise/279-rayman/""}}","{""Ubisoft Montpellier Studios"": {""url"": ""https://www.grouvee.com/games/company/16941-ubisoft-montpellier-studios/""}}","{""Ubisoft Entertainment"": {""url"": ""https://www.grouvee.com/games/company/16936-ubisoft-entertainment/""}}",1997-09-28,https://www.grouvee.com/games/44113-rayman-gold/,47585
44167,Kingdom,"{""Backlog"": {""date_added"": ""2020-11-04T09:42:10Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 265}, ""Steam"": {""date_added"": ""2020-11-04T09:42:10Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}, ""Simulation"": {""url"": ""https://www.grouvee.com/games/?genre=simulation""}, ""Strategy"": {""url"": ""https://www.grouvee.com/games/?genre=strategy""}}","{""Kingdom"": {""url"": ""https://www.grouvee.com/games/franchise/4254-kingdom/""}}","{""Licorice"": {""url"": ""https://www.grouvee.com/games/company/9099-licorice/""}, ""Noio"": {""url"": ""https://www.grouvee.com/games/company/11175-noio/""}}","{""Raw Fury"": {""url"": ""https://www.grouvee.com/games/company/13101-raw-fury/""}}",2015-10-21,https://www.grouvee.com/games/44167-kingdom/,47635
44179,One Piece: Pirate Warriors 3,"{""Paused"": {""date_added"": ""2020-07-04T17:19:18Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547304-paused/""}}",{},,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Brawler"": {""url"": ""https://www.grouvee.com/games/?genre=brawler""}}","{""Musou"": {""url"": ""https://www.grouvee.com/games/franchise/445-musou/""}, ""One Piece"": {""url"": ""https://www.grouvee.com/games/franchise/635-one-piece/""}, ""One Piece: Pirate Warriors"": {""url"": ""https://www.grouvee.com/games/franchise/3047-one-piece-pirate-warriors/""}}","{""Omega Force"": {""url"": ""https://www.grouvee.com/games/company/11497-omega-force/""}}","{""Namco Bandai Games Inc."": {""url"": ""https://www.grouvee.com/games/company/10722-namco-bandai-games-inc/""}, ""Tecmo Koei Co., Ltd."": {""url"": ""https://www.grouvee.com/games/company/15991-tecmo-koei-co-ltd/""}}",2015-03-26,https://www.grouvee.com/games/44179-one-piece-pirate-warriors-3/,47651
44182,Salt and Sanctuary,"{""Playing"": {""date_added"": ""2021-01-01T19:29:42Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547299-playing/""}}",{},,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Salt"": {""url"": ""https://www.grouvee.com/games/franchise/4977-salt/""}}","{""Ska Studios, LLC"": {""url"": ""https://www.grouvee.com/games/company/14498-ska-studios-llc/""}}","{""Leadman Games"": {""url"": ""https://www.grouvee.com/games/company/19613-leadman-games/""}, ""Limited Run Games"": {""url"": ""https://www.grouvee.com/games/company/19634-limited-run-games/""}, ""Ska Studios, LLC"": {""url"": ""https://www.grouvee.com/games/company/14498-ska-studios-llc/""}}",2016-03-15,https://www.grouvee.com/games/44182-salt-and-sanctuary/,47654
44191,Moon Hunters,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 60}, ""Steam"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}",{},"{""Kitfox Games"": {""url"": ""https://www.grouvee.com/games/company/8611-kitfox-games/""}}","{""Kitfox Games"": {""url"": ""https://www.grouvee.com/games/company/8611-kitfox-games/""}}",2016-03-10,https://www.grouvee.com/games/44191-moon-hunters/,47663
44252,God Eater 2: Rage Burst,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:54Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 101}, ""Steam"": {""date_added"": ""2019-12-22T12:17:54Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""God Eater"": {""url"": ""https://www.grouvee.com/games/franchise/2116-god-eater/""}}","{""FlightUNIT"": {""url"": ""https://www.grouvee.com/games/company/5609-flightunit/""}, ""QLOC"": {""url"": ""https://www.grouvee.com/games/company/12877-qloc/""}, ""Shift"": {""url"": ""https://www.grouvee.com/games/company/14242-shift/""}}","{""Namco Bandai Games Inc."": {""url"": ""https://www.grouvee.com/games/company/10722-namco-bandai-games-inc/""}}",2015-02-19,https://www.grouvee.com/games/44252-god-eater-2-rage-burst/,47724
44525,Rivals of Aether,"{""Played"": {""date_added"": ""2019-12-22T12:17:56Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 52}, ""Steam"": {""date_added"": ""2019-12-22T12:17:56Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 21600, ""level_of_completion"": null}]",[],"{""Fighting"": {""url"": ""https://www.grouvee.com/games/?genre=fighting""}}","{"" Rivals of Aether"": {""url"": ""https://www.grouvee.com/games/franchise/4391-rivals-of-aether/""}}","{""Dan Fornace"": {""url"": ""https://www.grouvee.com/games/company/3767-dan-fornace/""}}",{},2015-09-22,https://www.grouvee.com/games/44525-rivals-of-aether/,48000
44623,Outlast 2,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 93}, ""Steam"": {""date_added"": ""2019-12-22T12:17:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}","{""Outlast"": {""url"": ""https://www.grouvee.com/games/franchise/3571-outlast/""}}","{""Red Barrels"": {""url"": ""https://www.grouvee.com/games/company/13197-red-barrels/""}}","{""Red Barrels"": {""url"": ""https://www.grouvee.com/games/company/13197-red-barrels/""}}",2017-04-25,https://www.grouvee.com/games/44623-outlast-2/,48099
44637,Cartagra: Tsuki kurui no Yamai,"{""Wish List"": {""date_added"": ""2020-10-08T19:26:45Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}}",{},,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}","{""Kara no Shoujo"": {""url"": ""https://www.grouvee.com/games/franchise/3373-kara-no-shoujo/""}}","{""Innocent Grey"": {""url"": ""https://www.grouvee.com/games/company/7742-innocent-grey/""}}","{""Innocent Grey"": {""url"": ""https://www.grouvee.com/games/company/7742-innocent-grey/""}, ""KID Corp."": {""url"": ""https://www.grouvee.com/games/company/8537-kid-corp/""}, ""MangaGamer"": {""url"": ""https://www.grouvee.com/games/company/19702-mangagamer/""}}",2005-04-28,https://www.grouvee.com/games/44637-cartagra-tsuki-kurui-no-yamai/,48114
44671,The Flame in the Flood,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 59}, ""Steam"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}",{},"{""The Molasses Flood"": {""url"": ""https://www.grouvee.com/games/company/16213-the-molasses-flood/""}}","{""Curve Digital"": {""url"": ""https://www.grouvee.com/games/company/18844-curve-digital/""}, ""The Molasses Flood"": {""url"": ""https://www.grouvee.com/games/company/16213-the-molasses-flood/""}}",2016-02-24,https://www.grouvee.com/games/44671-the-flame-in-the-flood/,48148
44713,Overwatch,"{""Played"": {""date_added"": ""2019-12-22T12:42:28Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}, ""Endless"": {""date_added"": ""2019-12-22T12:42:30Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547305-endless/""}}",{},4,,[],[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}}","{""Overwatch"": {""url"": ""https://www.grouvee.com/games/franchise/4571-overwatch/""}}","{""Blizzard Entertainment"": {""url"": ""https://www.grouvee.com/games/company/2090-blizzard-entertainment/""}}","{""Blizzard Entertainment"": {""url"": ""https://www.grouvee.com/games/company/2090-blizzard-entertainment/""}}",2016-05-23,https://www.grouvee.com/games/44713-overwatch/,48190
44848,Tacoma,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 69}, ""Steam"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}",{},"{""The Fullbright Company"": {""url"": ""https://www.grouvee.com/games/company/16171-the-fullbright-company/""}}","{""Limited Run Games"": {""url"": ""https://www.grouvee.com/games/company/19634-limited-run-games/""}, ""The Fullbright Company"": {""url"": ""https://www.grouvee.com/games/company/16171-the-fullbright-company/""}}",2017-08-02,https://www.grouvee.com/games/44848-tacoma/,48325
44855,Enter the Gungeon,"{""Endless"": {""date_added"": ""2020-07-04T17:13:54Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547305-endless/""}, ""Wish List"": {""date_added"": ""2020-07-04T17:14:11Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}}","{""Gungeon"": {""url"": ""https://www.grouvee.com/games/franchise/4547-gungeon/""}}","{""Dodge Roll"": {""url"": ""https://www.grouvee.com/games/company/4396-dodge-roll/""}}","{""Devolver Digital"": {""url"": ""https://www.grouvee.com/games/company/4132-devolver-digital/""}, ""Special Reserve Games"": {""url"": ""https://www.grouvee.com/games/company/20415-special-reserve-games/""}}",2016-04-05,https://www.grouvee.com/games/44855-enter-the-gungeon/,48332
44926,Hollow Knight,"{""Played"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 41}, ""Steam"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",5,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 313200, ""level_of_completion"": null}]",[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}","{""Hollow Knight"": {""url"": ""https://www.grouvee.com/games/franchise/4356-hollow-knight/""}}","{""Team Cherry"": {""url"": ""https://www.grouvee.com/games/company/15885-team-cherry/""}}","{""Team Cherry"": {""url"": ""https://www.grouvee.com/games/company/15885-team-cherry/""}}",2017-02-24,https://www.grouvee.com/games/44926-hollow-knight/,48412
45040,Fran Bow,"{""Played"": {""date_added"": ""2019-12-22T12:07:41Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}}",{},,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}",{},"{""Killmonday Games"": {""url"": ""https://www.grouvee.com/games/company/8559-killmonday-games/""}}",{},2015,https://www.grouvee.com/games/45040-fran-bow/,48519
45049,Nekopara Vol.1,"{""Played"": {""date_added"": ""2020-05-09T17:42:37Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}}",{},,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}","{""Nekopara"": {""url"": ""https://www.grouvee.com/games/franchise/3412-nekopara/""}}","{""NEKO WORKs"": {""url"": ""https://www.grouvee.com/games/company/10835-neko-works/""}}","{""CFK"": {""url"": ""https://www.grouvee.com/games/company/2799-cfk/""}, ""DenpaSoft"": {""url"": ""https://www.grouvee.com/games/company/18896-denpasoft/""}, ""NEKO WORKs"": {""url"": ""https://www.grouvee.com/games/company/10835-neko-works/""}, ""Sekai Project"": {""url"": ""https://www.grouvee.com/games/company/14093-sekai-project/""}}",2014-12-29,https://www.grouvee.com/games/45049-nekopara-vol1/,48528
45121,Move or Die,"{""Backlog"": {""date_added"": ""2020-06-29T05:28:28Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 235}, ""Steam"": {""date_added"": ""2020-06-29T05:28:28Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}",{},"{""Those Awesome Guys"": {""url"": ""https://www.grouvee.com/games/company/16336-those-awesome-guys/""}}","{""Reverb Communications Inc."": {""url"": ""https://www.grouvee.com/games/company/20212-reverb-communications-inc/""}, ""Those Awesome Guys"": {""url"": ""https://www.grouvee.com/games/company/16336-those-awesome-guys/""}}",2016-01-21,https://www.grouvee.com/games/45121-move-or-die/,48600
45198,BlazBlue: Chrono Phantasma Extend,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 84}, ""Steam"": {""date_added"": ""2019-12-22T12:17:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Fighting"": {""url"": ""https://www.grouvee.com/games/?genre=fighting""}}","{""BlazBlue"": {""url"": ""https://www.grouvee.com/games/franchise/1891-blazblue/""}}","{""Arc System Works Co., Ltd."": {""url"": ""https://www.grouvee.com/games/company/1109-arc-system-works-co-ltd/""}}","{""Aksys Games"": {""url"": ""https://www.grouvee.com/games/company/574-aksys-games/""}, ""Arc System Works Co., Ltd."": {""url"": ""https://www.grouvee.com/games/company/1109-arc-system-works-co-ltd/""}}",2014-10-09,https://www.grouvee.com/games/45198-blazblue-chrono-phantasma-extend/,48677
45221,Monster Boy and The Cursed Kingdom,"{""Played"": {""date_added"": ""2021-01-01T19:32:40Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}}",{},4,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}","{""Wonder Boy"": {""url"": ""https://www.grouvee.com/games/franchise/643-wonder-boy/""}}","{""The Game Atelier"": {""url"": ""https://www.grouvee.com/games/company/16174-the-game-atelier/""}}","{""FDG Entertainment"": {""url"": ""https://www.grouvee.com/games/company/5431-fdg-entertainment/""}}",2018-12-04,https://www.grouvee.com/games/45221-monster-boy-and-the-cursed-kingdom/,48698
45321,The Exiled,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 67}, ""Steam"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""MMORPG"": {""url"": ""https://www.grouvee.com/games/?genre=mmorpg""}, ""MOBA"": {""url"": ""https://www.grouvee.com/games/?genre=moba""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}",{},{},"{""Fairytale Distillery"": {""url"": ""https://www.grouvee.com/games/company/19067-fairytale-distillery/""}}",,https://www.grouvee.com/games/45321-the-exiled/,48801
