id,name,shelves,platforms,rating,review,dates,statuses,genres,franchises,developers,publishers,release_date,url,giantbomb_id
45342,Nex Machina: Death Machine,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 90}, ""Steam"": {""date_added"": ""2019-12-22T12:17:53Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Shoot 'Em Up"": {""url"": ""https://www.grouvee.com/games/?genre=shoot-em-up""}}",{},"{""Housemarque"": {""url"": ""https://www.grouvee.com/games/company/7290-housemarque/""}}","{""Housemarque"": {""url"": ""https://www.grouvee.com/games/company/7290-housemarque/""}, ""Limited Run Games"": {""url"": ""https://www.grouvee.com/games/company/19634-limited-run-games/""}}",2017-06-20,https://www.grouvee.com/games/45342-nex-machina-death-machine/,48822
45371,Strafe,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:54Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 103}, ""Steam"": {""date_added"": ""2019-12-22T12:17:54Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}}",{},"{""Pixel Titans"": {""url"": ""https://www.grouvee.com/games/company/12324-pixel-titans/""}}","{""Devolver Digital"": {""url"": ""https://www.grouvee.com/games/company/4132-devolver-digital/""}, ""Limited Run Games"": {""url"": ""https://www.grouvee.com/games/company/19634-limited-run-games/""}}",2017-05-09,https://www.grouvee.com/games/45371-strafe/,48852
45416,Princess Evangile,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 70}, ""Steam"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}",{},"{""Moonstone"": {""url"": ""https://www.grouvee.com/games/company/10515-moonstone/""}}","{""MangaGamer"": {""url"": ""https://www.grouvee.com/games/company/19702-mangagamer/""}, ""Moe App"": {""url"": ""https://www.grouvee.com/games/company/19822-moe-app/""}, ""Moonstone"": {""url"": ""https://www.grouvee.com/games/company/10515-moonstone/""}}",2011-07-29,https://www.grouvee.com/games/45416-princess-evangile/,48905
45431,Final Fantasy XIV: Heavensward,"{""Played"": {""date_added"": ""2021-11-12T22:41:06Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 177}, ""Endless"": {""date_added"": ""2021-11-12T22:41:10Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547305-endless/"", ""order"": 62}}",{},5,,[],[],"{""MMORPG"": {""url"": ""https://www.grouvee.com/games/?genre=mmorpg""}}","{""Final Fantasy"": {""url"": ""https://www.grouvee.com/games/franchise/87-final-fantasy/""}}","{""Square Enix"": {""url"": ""https://www.grouvee.com/games/company/15061-square-enix/""}}","{""Square Enix"": {""url"": ""https://www.grouvee.com/games/company/15061-square-enix/""}}",2015-06-23,https://www.grouvee.com/games/45431-final-fantasy-xiv-heavensward/,48901
45493,12 Minutes,"{""Wish List"": {""date_added"": ""2022-03-24T12:57:22Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 180}}",{},,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}",{},"{""Luis Antonio"": {""url"": ""https://www.grouvee.com/games/company/9416-luis-antonio/""}}","{""Annapurna Interactive"": {""url"": ""https://www.grouvee.com/games/company/18491-annapurna-interactive/""}}",2021-08-19,https://www.grouvee.com/games/45493-12-minutes/,48975
45589,Magic Duels,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 58}, ""Steam"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 60, ""level_of_completion"": null}]",[],"{""Card Game"": {""url"": ""https://www.grouvee.com/games/?genre=card-game""}}","{""Magic: The Gathering"": {""url"": ""https://www.grouvee.com/games/franchise/707-magic-the-gathering/""}}","{""Stainless Games Ltd."": {""url"": ""https://www.grouvee.com/games/company/15095-stainless-games-ltd/""}}","{""Wizards of the Coast, Inc."": {""url"": ""https://www.grouvee.com/games/company/17856-wizards-of-the-coast-inc/""}}",2015-07-08,https://www.grouvee.com/games/45589-magic-duels/,49052
45606,Ashes of the Singularity,"{""Backlog"": {""date_added"": ""2020-05-08T05:25:23Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 207}, ""Steam"": {""date_added"": ""2020-05-08T05:25:23Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Real-Time Strategy"": {""url"": ""https://www.grouvee.com/games/?genre=real-time-strategy""}}",{},"{""Oxide Games"": {""url"": ""https://www.grouvee.com/games/company/11776-oxide-games/""}, ""Stardock Corporation"": {""url"": ""https://www.grouvee.com/games/company/15112-stardock-corporation/""}}","{""Stardock Corporation"": {""url"": ""https://www.grouvee.com/games/company/15112-stardock-corporation/""}}",2016-03-31,https://www.grouvee.com/games/45606-ashes-of-the-singularity/,49088
45676,Yooka-Laylee,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 74}, ""Steam"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}","{""Yooka-Laylee"": {""url"": ""https://www.grouvee.com/games/franchise/4454-yooka-laylee/""}}","{""Playtonic Games"": {""url"": ""https://www.grouvee.com/games/company/12443-playtonic-games/""}}","{""Limited Run Games"": {""url"": ""https://www.grouvee.com/games/company/19634-limited-run-games/""}, ""Team17 Software Limited"": {""url"": ""https://www.grouvee.com/games/company/15861-team17-software-limited/""}}",2017-04-11,https://www.grouvee.com/games/45676-yooka-laylee/,49158
45677,Guacamelee!: Super Turbo Championship Edition,"{""Played"": {""date_added"": ""2021-03-12T20:11:26Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/""}, ""Steam"": {""date_added"": ""2021-03-12T20:11:28Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}",{},4,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Brawler"": {""url"": ""https://www.grouvee.com/games/?genre=brawler""}, ""Platformer"": {""url"": ""https://www.grouvee.com/games/?genre=platformer""}}","{""Guacamelee!"": {""url"": ""https://www.grouvee.com/games/franchise/3935-guacamelee/""}}","{""Broken Rules"": {""url"": ""https://www.grouvee.com/games/company/2393-broken-rules/""}, ""Creative Bytes Studios"": {""url"": ""https://www.grouvee.com/games/company/3463-creative-bytes-studios/""}, ""DrinkBox Studios"": {""url"": ""https://www.grouvee.com/games/company/4592-drinkbox-studios/""}}","{""Activision"": {""url"": ""https://www.grouvee.com/games/company/389-activision/""}, ""DrinkBox Studios"": {""url"": ""https://www.grouvee.com/games/company/4592-drinkbox-studios/""}, ""Vblank Entertainment"": {""url"": ""https://www.grouvee.com/games/company/17215-vblank-entertainment/""}}",2014-07-02,https://www.grouvee.com/games/45677-guacamelee-super-turbo-championship-edition/,49159
45860,Outer Wilds,"{""Played"": {""date_added"": ""2024-08-23T01:20:11Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 206}, ""Steam"": {""date_added"": ""2024-08-23T01:20:23Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/"", ""order"": 281}, ""VR"": {""date_added"": ""2021-02-27T21:31:30Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 73}}",{},5,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 2040, ""level_of_completion"": null}]",[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}",{},"{""Mobius Games"": {""url"": ""https://www.grouvee.com/games/company/10386-mobius-games/""}}","{""Annapurna Interactive"": {""url"": ""https://www.grouvee.com/games/company/18491-annapurna-interactive/""}}",2019-05-29,https://www.grouvee.com/games/45860-outer-wilds/,49344
45895,Deus Ex: Mankind Divided,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:57Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 163}, ""Steam"": {""date_added"": ""2019-12-22T12:17:57Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""First-Person Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=first-person-shooter""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Deus Ex"": {""url"": ""https://www.grouvee.com/games/franchise/1426-deus-ex/""}}","{""Eidos Studios Montreal"": {""url"": ""https://www.grouvee.com/games/company/4853-eidos-studios-montreal/""}}","{""Square Enix"": {""url"": ""https://www.grouvee.com/games/company/15061-square-enix/""}}",2016-08-23,https://www.grouvee.com/games/45895-deus-ex-mankind-divided/,49379
46024,Outward,"{""Wish List"": {""date_added"": ""2023-08-15T08:40:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/"", ""order"": 270}, ""VR"": {""date_added"": ""2023-08-15T08:40:56Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 147}}",{},,,[],[],"{""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Outward"": {""url"": ""https://www.grouvee.com/games/franchise/5724-outward/""}}","{""Nine Dots"": {""url"": ""https://www.grouvee.com/games/company/11071-nine-dots/""}}","{""Deep Silver"": {""url"": ""https://www.grouvee.com/games/company/3995-deep-silver/""}, ""Prime Matter"": {""url"": ""https://www.grouvee.com/games/company/22931-prime-matter/""}}",2019-03-26,https://www.grouvee.com/games/46024-outward/,49508
46069,Spooky's Jump Scare Mansion,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 73}, ""Steam"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=adventure""}}","{""Spooky's Jump Scare Mansion"": {""url"": ""https://www.grouvee.com/games/franchise/3767-spookys-jump-scare-mansion/""}}","{""Lag Studios"": {""url"": ""https://www.grouvee.com/games/company/8884-lag-studios/""}}","{""Lag Studios"": {""url"": ""https://www.grouvee.com/games/company/8884-lag-studios/""}}",2014-10-24,https://www.grouvee.com/games/46069-spookys-jump-scare-mansion/,49553
46072,DiRT Rally,"{""Backlog"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 55}, ""Steam"": {""date_added"": ""2019-12-22T12:17:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,[],[],"{""Driving/Racing"": {""url"": ""https://www.grouvee.com/games/?genre=drivingracing""}}","{""Colin McRae Rally"": {""url"": ""https://www.grouvee.com/games/franchise/574-colin-mcrae-rally/""}, ""DiRT"": {""url"": ""https://www.grouvee.com/games/franchise/886-dirt/""}}","{""Codemasters Racing"": {""url"": ""https://www.grouvee.com/games/company/3149-codemasters-racing/""}}","{""Codemasters"": {""url"": ""https://www.grouvee.com/games/company/3146-codemasters/""}}",2015-12-07,https://www.grouvee.com/games/46072-dirt-rally/,49556
46346,Fallout 4,"{""Wish List"": {""date_added"": ""2019-12-22T12:34:21Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}}",{},,,[],[],"{""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}}","{""Fallout"": {""url"": ""https://www.grouvee.com/games/franchise/474-fallout/""}}","{""Bethesda Game Studios"": {""url"": ""https://www.grouvee.com/games/company/1762-bethesda-game-studios/""}}","{""Bethesda Softworks"": {""url"": ""https://www.grouvee.com/games/company/1763-bethesda-softworks/""}}",2015-11-10,https://www.grouvee.com/games/46346-fallout-4/,49833
46413,Dark Souls III,"{""Backlog"": {""date_added"": ""2023-01-01T08:45:57Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 275}, ""Paused"": {""date_added"": ""2024-08-23T01:24:39Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547304-paused/"", ""order"": 78}, ""Steam"": {""date_added"": ""2019-12-22T12:17:52Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 3600, ""level_of_completion"": null}]",[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}","{""Souls"": {""url"": ""https://www.grouvee.com/games/franchise/2003-souls/""}}","{""FromSoftware, Inc."": {""url"": ""https://www.grouvee.com/games/company/5868-fromsoftware-inc/""}}","{""Namco Bandai Games Inc."": {""url"": ""https://www.grouvee.com/games/company/10722-namco-bandai-games-inc/""}}",2016-03-24,https://www.grouvee.com/games/46413-dark-souls-iii/,49884
46424,Human Resource Machine,"{""Backlog"": {""date_added"": ""2020-07-04T17:15:15Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/""}, ""Paused"": {""date_added"": ""2020-07-04T17:15:13Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547304-paused/""}}",{},,,[],[],"{""Puzzle"": {""url"": ""https://www.grouvee.com/games/?genre=puzzle""}}",{},"{""Tomorrow Corporation"": {""url"": ""https://www.grouvee.com/games/company/16542-tomorrow-corporation/""}}","{""Flyhigh Works"": {""url"": ""https://www.grouvee.com/games/company/5649-flyhigh-works/""}, ""Tomorrow Corporation"": {""url"": ""https://www.grouvee.com/games/company/16542-tomorrow-corporation/""}}",2015-10-15,https://www.grouvee.com/games/46424-human-resource-machine/,49912
46440,Edge of Nowhere,"{""Wish List"": {""date_added"": ""2020-10-08T19:35:49Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}, ""VR"": {""date_added"": ""2020-10-08T19:35:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 8}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}}",{},"{""Insomniac Games"": {""url"": ""https://www.grouvee.com/games/company/7767-insomniac-games/""}}",{},2016-06-06,https://www.grouvee.com/games/46440-edge-of-nowhere/,49913
46441,Chronos,"{""Wish List"": {""date_added"": ""2020-10-08T19:35:28Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547300-wish-list/""}, ""VR"": {""date_added"": ""2020-10-08T19:35:30Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/600159-vr/"", ""order"": 7}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}}",{},"{""Gunfire Games"": {""url"": ""https://www.grouvee.com/games/company/6791-gunfire-games/""}, ""THQ Nordic"": {""url"": ""https://www.grouvee.com/games/company/23024-thq-nordic/""}}","{""THQ Nordic"": {""url"": ""https://www.grouvee.com/games/company/23024-thq-nordic/""}}",2016-03-28,https://www.grouvee.com/games/46441-chronos/,49914
46478,For Honor,"{""Played"": {""date_added"": ""2019-12-22T12:17:57Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547297-played/"", ""order"": 56}, ""Steam"": {""date_added"": ""2019-12-22T12:17:57Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547972-steam/""}}","{""PC"": {""url"": ""https://www.grouvee.com/games/?platform=pc""}}",4,,"[{""date_started"": ""None"", ""date_finished"": ""None"", ""seconds_played"": 172800, ""level_of_completion"": null}]",[],"{""Action"": {""url"": ""https://www.grouvee.com/games/?genre=action""}, ""Fighting"": {""url"": ""https://www.grouvee.com/games/?genre=fighting""}, ""MOBA"": {""url"": ""https://www.grouvee.com/games/?genre=moba""}, ""Strategy"": {""url"": ""https://www.grouvee.com/games/?genre=strategy""}}",{},"{""Ubisoft Montreal Studios"": {""url"": ""https://www.grouvee.com/games/company/16942-ubisoft-montreal-studios/""}}","{""Ubisoft Entertainment"": {""url"": ""https://www.grouvee.com/games/company/16936-ubisoft-entertainment/""}}",2017-02-14,https://www.grouvee.com/games/46478-for-honor/,49967
46484,Horizon Zero Dawn,"{""Backlog"": {""date_added"": ""2024-08-23T01:22:51Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547298-backlog/"", ""order"": 298}, ""Paused"": {""date_added"": ""2024-08-23T01:22:50Z"", ""url"": ""https://www.grouvee.com/user/104346-Wacken/shelves/547304-paused/"", ""order"": 77}}",{},,,[],[],"{""Action-Adventure"": {""url"": ""https://www.grouvee.com/games/?genre=action-adventure""}, ""Role-Playing"": {""url"": ""https://www.grouvee.com/games/?genre=role-playing""}, ""Shooter"": {""url"": ""https://www.grouvee.com/games/?genre=shooter""}}","{""Horizon"": {""url"": ""https://www.grouvee.com/games/franchise/4734-horizon/""}}","{""Guerrilla Games"": {""url"": ""https://www.grouvee.com/games/company/6775-guerrilla-games/""}}","{""Sony Computer Entertainment America"": {""url"": ""https://www.grouvee.com/games/company/14841-sony-computer-entertainment-america/""}, ""Sony Computer Entertainment Europe"": {""url"": ""https://www.grouvee.com/games/company/14843-sony-computer-entertainment-europe/""}}",2017-02-28,https://www.grouvee.com/games/46484-horizon-zero-dawn/,49973
